created,text,retwc,hashtag,followers,friends,polarity,sentiment
11/11/2019 12:42,b'Late late afternoon.\n#moondiaries #mondayeve #theskyispink #Nepal https://t.co/Huba3VgWr4',0,moondiaries,5,129,-0.3,0
11/11/2019 12:06,b'watching #TheSkyIsPink @priyankachopra I am a Sucker for you https://t.co/HgqSmPGupl',0,TheSkyIsPink,9,129,-0.3,0
11/11/2019 12:04,b'Song Name: Zindagi\nMovie/Album: The Sky Is Pink\nSinger(s) : Arijit Singh\nhttps://t.co/HsMuiXl69L\n\n@priyankachopra\xe2\x80\xa6 https://t.co/sdVVD0RLf8',1,None,670,1175,-0.1,0
11/11/2019 12:03,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,224,508,0.4,4
11/11/2019 11:13,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,9701,150,0.4,4
11/11/2019 10:50,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,314,517,0.4,4
11/11/2019 10:32,"b'RT @SmilelikePc: YAY\xf0\x9f\x99\x8c..Am so excited about this, Tsip will open the 19th edition of the river to river Florence India film festival,the fil\xe2\x80\xa6'",11,None,183,72,0.1875,4
11/11/2019 10:15,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,169,200,0.4,4
11/11/2019 9:33,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,26,93,0.4,4
11/11/2019 9:33,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,26,67,0.4,4
11/11/2019 9:32,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,22,40,0.4,4
11/11/2019 9:31,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,19,52,0.4,4
11/11/2019 9:30,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,31,109,0.4,4
11/11/2019 9:29,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,17,54,0.4,4
11/11/2019 9:28,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,15,41,0.4,4
11/11/2019 9:25,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,17,48,0.4,4
11/11/2019 9:25,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,18,66,0.4,4
11/11/2019 9:24,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,33,91,0.4,4
11/11/2019 9:24,b'RT @PRDMovieReviews: HUGE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5#TheSkyIsPink will be the opening film of #R2RFIFF2019\xf0\x9f\x91\x8f\n\nDirected by #ShonaliBose.\nFt.@priyankachopra @FarOutAk\xe2\x80\xa6',29,TheSkyIsPink,442,410,0.4,4
